id,lang,time,timestamp,status_display,runtime,url,is_pending,title,memory,code,compare_result
378460431,javascript,"2 hours, 15 minutes",1596992705,Accepted,80 ms,/submissions/detail/378460431/,Not Pending,Surface Area of 3D Shapes,37.7 MB,"/**
 * @param {number[][]} grid
 * @return {number}
 */
var surfaceArea = function(grid) {
  let ans=0;
  const n=grid.length;
  for(let i=0;i<n;++i)
    for(let j=0;j<n;++j)
      if(grid[i][j]>0) ans += 2;

  for(let i=0;i<n;++i)
    for(let j=0;j<n;++j) {
      ans += i==0 ? grid[i][j] : Math.max(0,grid[i][j]-grid[i-1][j]);
      ans += i==n-1 ? grid[i][j] : Math.max(0,grid[i][j]-grid[i+1][j]);
      ans += j==0 ? grid[i][j] : Math.max(0,grid[i][j]-grid[i][j-1]);
      ans += j==n-1 ? grid[i][j] : Math.max(0,grid[i][j]-grid[i][j+1]);
    }
      
  return ans;
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378459796,javascript,"2 hours, 17 minutes",1596992593,Wrong Answer,N/A,/submissions/detail/378459796/,Not Pending,Surface Area of 3D Shapes,N/A,"/**
 * @param {number[][]} grid
 * @return {number}
 */
var surfaceArea = function(grid) {
  let ans=0;
  const n=grid.length;
  for(let i=0;i<n;++i)
    for(let j=0;j<n;++j)
      if(grid[i][j]>0) ans += 2;

  for(let i=0;i<n;++i)
    for(let j=0;j<n;++j) {
      if(i==0||grid[i-1][j]==0) ans += grid[i][j];
      if(i==n-1||grid[i+1][j]==0) ans += grid[i][j];
      if(j==0||grid[i][j-1]==0) ans += grid[i][j];
      if(j==n-1||grid[i][j+1]==0) ans += grid[i][j];
    }
      
  return ans;
};",101101111100000000010000000000000000000000000000000000000000000000000000000000000000000000
378456780,javascript,"2 hours, 25 minutes",1596992083,Accepted,108 ms,/submissions/detail/378456780/,Not Pending,Subrectangle Queries,43.8 MB,"/**
 * @param {number[][]} rectangle
 */
var SubrectangleQueries = function(rectangle) {
  this.A = Array.from(Array(120), ()=>new Array(120).fill(0));
  for(let i=0;i<rectangle.length;++i)
    for(let j=0;j<rectangle[i].length;++j)
      this.A[i][j]=rectangle[i][j];
};

/** 
 * @param {number} row1 
 * @param {number} col1 
 * @param {number} row2 
 * @param {number} col2 
 * @param {number} newValue
 * @return {void}
 */
SubrectangleQueries.prototype.updateSubrectangle = function(row1, col1, row2, col2, newValue) {
  for(let i=row1;i<=row2;++i)
    for(let j=col1;j<=col2;++j) 
      this.A[i][j] = newValue;
};

/** 
 * @param {number} row 
 * @param {number} col
 * @return {number}
 */
SubrectangleQueries.prototype.getValue = function(row, col) {
  return this.A[row][col];
};

/** 
 * Your SubrectangleQueries object will be instantiated and called as such:
 * var obj = new SubrectangleQueries(rectangle)
 * obj.updateSubrectangle(row1,col1,row2,col2,newValue)
 * var param_2 = obj.getValue(row,col)
 */",1111111111111111111111111111111111111111111111111111
378374734,javascript,"6 hours, 54 minutes",1596975920,Accepted,76 ms,/submissions/detail/378374734/,Not Pending,Number of Students Doing Homework at a Given Time,36.8 MB,"/**
 * @param {number[]} startTime
 * @param {number[]} endTime
 * @param {number} queryTime
 * @return {number}
 */
var busyStudent = function(S, E, q) {
  return S.filter((x,i)=>x<=q&&q<=E[i]).length;
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378374431,javascript,"6 hours, 56 minutes",1596975845,Accepted,116 ms,/submissions/detail/378374431/,Not Pending,Find the Distance Value Between Two Arrays,42.7 MB,"/**
 * @param {number[]} arr1
 * @param {number[]} arr2
 * @param {number} d
 * @return {number}
 */
var findTheDistanceValue = function(A, B, d) {           
  return A.filter(x=>B.filter(y=>Math.abs(x-y)>d).length===B.length).length;
};",1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378371658,javascript,"7 hours, 7 minutes",1596975157,Accepted,88 ms,/submissions/detail/378371658/,Not Pending,Average of Levels in Binary Tree,42 MB,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @return {number[]}
 */
var averageOfLevels = function(root) {
  let d={};
  
  function go(node, level) {
    if(node===null) return;
    if(d[level]===undefined) d[level]=[];
    d[level].push(node.val);
    go(node.left, level+1);
    go(node.right, level+1);
  }
  go(root, 0);
  return Object.keys(d).sort((a,b)=>(+a)-(+b)).map(x=>d[x].reduce((a,c)=>a+c,0)/d[x].length);
};",11111111111111111111111111111111111111111111111111111111111111111
378370277,javascript,"7 hours, 13 minutes",1596974808,Accepted,72 ms,/submissions/detail/378370277/,Not Pending,Count Numbers with Unique Digits,36.6 MB,"/**
 * @param {number} n
 * @return {number}
 */

// 1 : 10
// 2 : 9*8
// 3 : 9*9*8
// 4 : 9*9*8*7

var countNumbersWithUniqueDigits = function(n) {
  if(n===0) return 1;
  if(n===1) return 10;
  if(n===2) return 91;
  
  let ans=91;
  for(let i=3;i<=n;++i) {
    let cur=9;
    for(let j=2,k=9;j<=i;++j,--k) cur *= k;
    ans += cur;
  }
  return ans;
};",111111111
378366563,javascript,"7 hours, 28 minutes",1596973914,Accepted,84 ms,/submissions/detail/378366563/,Not Pending,Path Sum,39.9 MB,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @param {number} sum
 * @return {boolean}
 */
var hasPathSum = function(node, sum) {
  if(node===null) {
    return false;
  }
  
  if(node.left===null && node.right===null) {
    return node.val === sum;
  }
  
  return hasPathSum(node.left,sum-node.val) || hasPathSum(node.right,sum-node.val);
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378366214,javascript,"7 hours, 29 minutes",1596973827,Wrong Answer,N/A,/submissions/detail/378366214/,Not Pending,Path Sum,N/A,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @param {number} sum
 * @return {boolean}
 */
var hasPathSum = function(node, sum, ok = false) {
  if(node===null) {
    return sum === 0 && ok;
  }
  
  return hasPathSum(node.left,sum-node.val, true) || hasPathSum(node.right,sum-node.val, true);
};",111111011101111111110101110101111111101011110111111110111111101111111110111111111111111111111111111111111111111111
378365839,javascript,"7 hours, 31 minutes",1596973735,Wrong Answer,N/A,/submissions/detail/378365839/,Not Pending,Path Sum,N/A,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @param {number} sum
 * @return {boolean}
 */
var hasPathSum = function(node, sum) {
  if(node===null) {
    return sum === 0;
  }
  
  return hasPathSum(node.left,sum-node.val) || hasPathSum(node.right,sum-node.val);
};",110111011101111111110101110101111111101011110111111110111111101111111110111111111111111111111111111111111111111111
378357013,javascript,"8 hours, 8 minutes",1596971512,Accepted,180 ms,/submissions/detail/378357013/,Not Pending,Bulls and Cows,37.5 MB,"/**
 * @param {string} secret
 * @param {string} guess
 * @return {string}
 */
var getHint = function(S, G) {
  S=S.split``;
  G=G.split``;
  let A=0, B=0;
  for(let i=0;i<S.length;++i) {
    if(S[i]===G[i]) {
      A++;
      S[i] = G[i] = 'x';
    }
  }
  
  for(let i=0;i<S.length;++i) if(S[i]!=='x') {
    let where=null;
    for(let j=0;j<G.length;++j) {
      if(i!==j&&S[i]===G[j]) {
        where=j;
      }
    }
    if(where!==null) {
      G[where]='x';
      ++B;
    }
  }
  return A+""A""+B+""B"";
};
",11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378354480,javascript,"8 hours, 18 minutes",1596970910,Wrong Answer,N/A,/submissions/detail/378354480/,Not Pending,Bulls and Cows,N/A,"/**
 * @param {string} secret
 * @param {string} guess
 * @return {string}
 */
var getHint = function(S, G) {
  S=S.split``;
  G=G.split``;
  const A=S.filter((x,i)=>x===G[i]).length;
  S.sort();
  G.sort();
  const B=S.filter((x,i)=>x===G[i]).length-A;
  return A+""A""+B+""B"";
};",10111111011101000111111111011001110111010111011111100010000010000001001100000010000010000000000000000000000000000000000000000000000000000000000000000000
378353532,javascript,"8 hours, 22 minutes",1596970684,Accepted,68 ms,/submissions/detail/378353532/,Not Pending,Powerful Integers,37.3 MB,"/**
 * @param {number} x
 * @param {number} y
 * @param {number} bound
 * @return {number[]}
 */
var powerfulIntegers = function(x, y, bound) {
  let a=[], b=[];
  if(x===1) a.push(1); else for(let i=1;i<=bound;i*=x) a.push(i);
  if(y===1) b.push(1); else for(let i=1;i<=bound;i*=y) b.push(i); 
  let ans={};
  for(let x of a) {
    for(let y of b) {
      if(x+y<=bound) ans[x+y]=true;
    }
  }
  return Object.keys(ans);
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378353182,javascript,"8 hours, 23 minutes",1596970595,Runtime Error,N/A,/submissions/detail/378353182/,Not Pending,Powerful Integers,N/A,"/**
 * @param {number} x
 * @param {number} y
 * @param {number} bound
 * @return {number[]}
 */
var powerfulIntegers = function(x, y, bound) {
  let a=[], b=[];
  for(let i=1;i<=bound;i*=x) a.push(i);
  for(let i=1;i<=bound;i*=y) b.push(i);
  let ans={};
  for(let x of a) {
    for(let y of b) {
      if(x+y<=bound) ans[x+y]=true;
    }
  }
  return Object.keys(ans);
};",110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
378351893,javascript,"8 hours, 29 minutes",1596970271,Accepted,80 ms,/submissions/detail/378351893/,Not Pending,Isomorphic Strings,38.7 MB,"/**
 * @param {string} s
 * @param {string} t
 * @return {boolean}
 */
var isIsomorphic = function(s, t) {
  s=s.split``;
  t=t.split``;
  let d = {};
  let q = {};
  for(let i=0;i<s.length;++i) {
    if(d[s[i]]===undefined) {
      if(q[t[i]]!==undefined) return false;
      d[s[i]] = t[i];
      q[t[i]] = s[i];
    } else {
      if(d[s[i]] !== t[i]) return false;
    }
  }
  return true;
};",11111111111111111111111111111111
378351525,javascript,"8 hours, 30 minutes",1596970194,Wrong Answer,N/A,/submissions/detail/378351525/,Not Pending,Isomorphic Strings,N/A,"/**
 * @param {string} s
 * @param {string} t
 * @return {boolean}
 */
var isIsomorphic = function(s, t) {
  s=s.split``;
  t=t.split``;
  let d = {};
  for(let i=0;i<s.length;++i) {
    if(d[s[i]]===undefined) {
      d[s[i]] = t[i];
    } else {
      if(d[s[i]] !== t[i]) return false;
    }
  }
  return true;
};",11111110111011101111111011011111
378349351,javascript,"8 hours, 39 minutes",1596969676,Accepted,260 ms,/submissions/detail/378349351/,Not Pending,Sort Integers by The Power Value,43.1 MB,"/**
 * @param {number} lo
 * @param {number} hi
 * @param {number} k
 * @return {number}
 */
var getKth = function(lo, hi, k) {
  let d={};
  function f(x) {
    if(x===1) return 0;
    if(d[x]!==undefined) return d[x];
    
    if(x%2===0) d[x] = 1+f(Math.floor(x/2));
    else d[x] = 1+f(3*x+1);
    
    return d[x];
  }
  
  let ans=[];
  for(let i=lo;i<=hi;++i) ans.push(i);
  
  return ans.sort((a,b)=>f(a)-f(b))[k-1];
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378347891,javascript,"8 hours, 45 minutes",1596969315,Accepted,208 ms,/submissions/detail/378347891/,Not Pending,Delete Columns to Make Sorted,54.3 MB,"/**
 * @param {string[]} A
 * @return {number}
 */
var minDeletionSize = function(A) {
  A=A.map(x=>x.split``);
  const T = A[0].map((_,c)=>A.map(r=>r[c]));
  return T.filter(x=>[...x].sort().join``!==x.join``).length;
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378344724,javascript,"8 hours, 57 minutes",1596968552,Accepted,84 ms,/submissions/detail/378344724/,Not Pending,Make The String Great,39.2 MB,"/**
 * @param {string} s
 * @return {string}
 */
var makeGood = function(s) {
  const stk = [];
  s=s.split``;
  for(let x of s) {
    if(stk.length===0 || 
       Math.abs(stk[stk.length-1].charCodeAt()-x.charCodeAt())!==32) {
      stk.push(x);
    } else {
      stk.pop();
    }
  }
  return stk.join``;
};",1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378343474,javascript,"9 hours, 3 minutes",1596968223,Wrong Answer,N/A,/submissions/detail/378343474/,Not Pending,Make The String Great,N/A,"/**
 * @param {string} s
 * @return {string}
 */
var makeGood = function(s) {
  const stk = [];
  s=s.split``;
  for(let x of s) {
    if(""A"" <= x && x <= ""Z"") {
      if(stk.length===0 || 
         stk[stk.length-1].charCodeAt()-32 != x.charCodeAt()) {
        stk.push(x);
      } else {
        stk.pop();
      }
    } else {
      stk.push(x);
    }
  }
  return stk.join``;
};",1110111000100111101010101001001101100101011101010000001000000000100100000100000110100000000000011000000000000001010000110010100000000000011010101000100100100000100000000010000110000000000001000000000000000100000010100000001000000000001000001000000000000010101010001000001000000000011000001000100000010000000010000000100000000000000000
378331789,javascript,"9 hours, 49 minutes",1596965431,Accepted,144 ms,/submissions/detail/378331789/,Not Pending,Longest Harmonious Subsequence,49.8 MB,"/**
 * @param {number[]} nums
 * @return {number}
 */
var findLHS = function(A) {
  let d={};
  for(let x of A) {
    d[x]=1+(d[x]||0);
  }
  
  let ans = 0;
  for(let x of Object.keys(d).map(k=>+k)) {
    if(d[x+1]===undefined) continue;
    ans = Math.max(ans, d[x]+d[x+1]);
  }
  
  return ans;
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378330501,javascript,"9 hours, 54 minutes",1596965135,Accepted,100 ms,/submissions/detail/378330501/,Not Pending,Number of Equivalent Domino Pairs,45.2 MB,"/**
 * @param {number[][]} dominoes
 * @return {number}
 */
var numEquivDominoPairs = function(D) {
  let C={};
  D.map(x=>x[0]>x[1]?x[1]+"" ""+x[0]:x[0]+"" ""+x[1]).map(x=>C[x]=1+(C[x]||0));
  return Object.keys(C).map(x=>C[x]>1?C[x]*(C[x]-1)/2:0).reduce((a,c)=>a+c,0);
};",1111111111111111111
378327798,javascript,"10 hours, 5 minutes",1596964520,Accepted,80 ms,/submissions/detail/378327798/,Not Pending,Baseball Game,38 MB,"/**
 * @param {string[]} ops
 * @return {number}
 */
var calPoints = function(ops) {
  const stk=[];
  for(let x of ops) {
    if(x===""C"") {
      stk.pop();
    } else if(x===""D"") {
      stk.push(stk[stk.length-1] * 2);
    } else if(x===""+"") {
      stk.push(stk[stk.length-1]+stk[stk.length-2]);
    } else {
      stk.push(parseInt(x));
    }
  }
  return stk.reduce((a,c)=>a+c,0);
};",111111111111111111111111111111111111111
378325572,javascript,"10 hours, 13 minutes",1596964007,Accepted,100 ms,/submissions/detail/378325572/,Not Pending,K-diff Pairs in an Array,44.3 MB,"/**
 * @param {number[]} nums
 * @param {number} k
 * @return {number}
 */
var findPairs = function(A, k) {
  let d={};
  A.map(x=>d[x]=1+(d[x]||0));
  
  if(k===0) {
    return Object.keys(d).filter(x=>d[x]>1).length;
  }
  
  if(k<0) {
    return 0;
  }
  
  
  let q = {};
  let ans=0;
  for(let x of Object.keys(d)) {
    x = +x;
    if(q[x-k]!==undefined) ans += q[x-k];
    if(q[x+k]!==undefined) ans += q[x+k];
    q[x]=1+(q[x]||0);
  }
  return ans;
};",111111111111111111111111111111111111111111111111111111111111111111111111
378325381,javascript,"10 hours, 14 minutes",1596963968,Wrong Answer,N/A,/submissions/detail/378325381/,Not Pending,K-diff Pairs in an Array,N/A,"/**
 * @param {number[]} nums
 * @param {number} k
 * @return {number}
 */
var findPairs = function(A, k) {
  let d={};
  A.map(x=>d[x]=1+(d[x]||0));
  
  if(k===0) {
    return Object.keys(d).filter(x=>d[x]>1).length;
  }
  
  
  let q = {};
  let ans=0;
  for(let x of Object.keys(d)) {
    x = +x;
    if(q[x-k]!==undefined) ans += q[x-k];
    if(q[x+k]!==undefined) ans += q[x+k];
    q[x]=1+(q[x]||0);
  }
  return ans;
};",111111110111111111111111111111111111111111111111110000111110010001111111
378325241,javascript,"10 hours, 14 minutes",1596963934,Wrong Answer,N/A,/submissions/detail/378325241/,Not Pending,K-diff Pairs in an Array,N/A,"/**
 * @param {number[]} nums
 * @param {number} k
 * @return {number}
 */
var findPairs = function(A, k) {
  let d={};
  A.map(x=>d[x]=1+(d[x]||0));
  
  if(k===0) {
    return Object.keys(d).filter(x=>d[x]>1).length;
  }
  
  
  let q = {};
  let ans=0;
  for(let x of Object.keys(d)) {
    if(q[x-k]!==undefined) ans += q[x-k];
    if(q[x+k]!==undefined) ans += q[x+k];
    q[x]=1+(q[x]||0);
  }
  return ans;
};",111111111111111111100111101100111111111111111111111111111111111111111111
378321409,javascript,"10 hours, 28 minutes",1596963095,Wrong Answer,N/A,/submissions/detail/378321409/,Not Pending,K-diff Pairs in an Array,N/A,"/**
 * @param {number[]} nums
 * @param {number} k
 * @return {number}
 */
var findPairs = function(nums, k) {
  let d = {};
  let ans=0;
  for(let x of nums) {
    if(d[x-k]!==undefined) ans += d[x-k];
    if(d[k-x]!==undefined) ans += d[k-x];
    d[x]=1+(d[x]||0);
  }
  return ans;
};",111100011001110001100100000011001000000001110101110000000000000000011111
378318909,javascript,"10 hours, 37 minutes",1596962588,Accepted,80 ms,/submissions/detail/378318909/,Not Pending,Backspace String Compare,38.1 MB,"/**
 * @param {string} S
 * @param {string} T
 * @return {boolean}
 */
var backspaceCompare = function(S, T) {
  let sS = [];
  let sT = [];
  
  for(let x of S.split``) {
    if(x===""#"") sS.length>0 && sS.pop();
    else sS.push(x);
  }
  for(let x of T.split``) {
    if(x===""#"") sT.length>0 && sT.pop();
    else sT.push(x);
  }
  
  return sS.join`` === sT.join``;
};",11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378318309,javascript,"10 hours, 39 minutes",1596962464,Wrong Answer,N/A,/submissions/detail/378318309/,Not Pending,Backspace String Compare,N/A,"/**
 * @param {string} S
 * @param {string} T
 * @return {boolean}
 */
var backspaceCompare = function(S, T) {
  let sS = [];
  let sT = [];
  
  for(let x of S.split``) {
    if(x===""#"" && sS.length>0) sS.pop();
    else sS.push(x);
  }
  for(let x of T.split``) {
    if(x===""#"" && sT.length>0) sT.pop();
    else sT.push(x);
  }
  
  return sS.join`` === sT.join``;
};",11111111101111111010111110101110111011111110111111101111111111111111111011111111111111111111111110111111101111
378317051,javascript,"10 hours, 43 minutes",1596962193,Accepted,88 ms,/submissions/detail/378317051/,Not Pending,Remove Duplicates from Sorted List,38.6 MB,"/**
 * Definition for singly-linked list.
 * function ListNode(val, next) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.next = (next===undefined ? null : next)
 * }
 */
/**
 * @param {ListNode} head
 * @return {ListNode}
 */
var deleteDuplicates = function(head) {
  let prev = null;
  
  let cur = head;
  
  while(cur !== null) {
    if(prev===null || prev.val != cur.val) {
      prev = cur;
    } else {
      prev.next = cur.next;
    }
    cur = cur.next;
  }
  
  return head;
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378315689,javascript,"10 hours, 48 minutes",1596961898,Accepted,116 ms,/submissions/detail/378315689/,Not Pending,Pairs of Songs With Total Durations Divisible by 60,41.3 MB,"/**
 * @param {number[]} time
 * @return {number}
 */
var numPairsDivisibleBy60 = function(time) {
  let d=new Array(501).fill(0);
  time.map(x=>d[x]++);
  let ans = 0;
  for(let i=1;i<=500;++i) 
    for(let j=i+1;j<=500;++j) if((i+j)%60===0) {
      ans += d[i] * d[j];
    }
  
  for(let i=1;i<=500;++i) if(2*i%60===0 && d[i] > 1) {
    ans += d[i] * (d[i]-1) / 2;
  }
  
  return ans;
};",1111111111111111111111111111111111
378309808,javascript,"11 hours, 8 minutes",1596960711,Accepted,576 ms,/submissions/detail/378309808/,Not Pending,Longest Common Subsequence,65.6 MB,"/**
 * @param {string} text1
 * @param {string} text2
 * @return {number}
 */
var longestCommonSubsequence = function(A, B) {
  let d=Array.from(Array(1010), ()=>new Array(1010).fill(-1));
  A=A.split``;
  B=B.split``;
  const n=A.length;
  const m=B.length;
  function dp(i, j) {
    if(i>=n) return 0;
    if(j>=m) return 0;
    if(d[i][j]!==-1) return d[i][j];
    if(A[i]===B[j]) d[i][j] = 1 + dp(i+1,j+1);
    else d[i][j] = Math.max(dp(i+1,j), dp(i,j+1));
    return d[i][j];
  }
  return dp(0,0);
};",1111111111111111111111111111111111111111111
